DATE,TIME,TREATED WATER PRODUCTION IN m3/h,REMARKS
2022-12-31,04:00:00,2387.03,No Remarks
2022-12-31,05:00:00,3422.99,No Remarks
2022-12-31,06:00:00,3415.4,No Remarks
2022-12-31,07:00:00,3405.5,No Remarks
2022-12-31,08:00:00,3416.15,No Remarks
2022-12-31,09:00:00,3419.02,No Remarks
2022-12-31,10:00:00,3408.27,No Remarks
2022-12-31,11:00:00,3412.98,No Remarks
2022-12-31,12:00:00,0.0,No Remarks
2022-12-31,13:00:00,3332.28,No Remarks
2022-12-31,14:00:00,3433.33,No Remarks
2022-12-31,15:00:00,3399.17,No Remarks
2022-12-31,16:00:00,3436.16,No Remarks
2022-12-31,17:00:00,3405.57,No Remarks
2022-12-31,18:00:00,3412.67,No Remarks
2022-12-31,19:00:00,3418.61,No Remarks
2022-12-31,20:00:00,3417.38,No Remarks
2022-12-31,21:00:00,3399.76,No Remarks
2022-12-31,22:00:00,3399.5,No Remarks
2022-12-31,23:00:00,3429.78,No Remarks
2022-12-31,00:00:00,2367.97,No Remarks
2023-01-01,01:00:00,2374.77,No Remarks
2023-01-01,02:00:00,2354.53,No Remarks
2023-01-01,03:00:00,2386.47,No Remarks
2023-01-01,04:00:00,2321.52,No Remarks
2023-01-01,05:00:00,2396.6,No Remarks
2023-01-01,06:00:00,3427.77,No Remarks
2023-01-01,07:00:00,3423.2,No Remarks
2023-01-01,08:00:00,3419.9,No Remarks
2023-01-01,09:00:00,3413.02,No Remarks
2023-01-01,10:00:00,3420.43,No Remarks
2023-01-01,11:00:00,3444.14,No Remarks
2023-01-01,12:00:00,3420.81,No Remarks
2023-01-01,13:00:00,3405.29,No Remarks
2023-01-01,14:00:00,3417.51,No Remarks
2023-01-01,15:00:00,3406.08,No Remarks
2023-01-01,16:00:00,3438.12,No Remarks
2023-01-01,17:00:00,3438.24,No Remarks
2023-01-01,18:00:00,3416.73,No Remarks
2023-01-01,19:00:00,2331.79,No Remarks
2023-01-01,20:00:00,2330.73,No Remarks
2023-01-01,21:00:00,2339.62,No Remarks
2023-01-01,22:00:00,2347.58,No Remarks
2023-01-01,23:00:00,2352.76,No Remarks
2023-01-01,00:00:00,2361.03,No Remarks
2023-01-02,01:00:00,2340.6,No Remarks
2023-01-02,02:00:00,2335.5,No Remarks
2023-01-02,03:00:00,2339.6,No Remarks
2023-01-02,04:00:00,2338.55,No Remarks
2023-01-02,05:00:00,2344.56,No Remarks
2023-01-02,06:00:00,2331.16,No Remarks
2023-01-02,07:00:00,2334.46,No Remarks
2023-01-02,08:00:00,2342.6,No Remarks
2023-01-02,09:00:00,2346.35,No Remarks
2023-01-02,10:00:00,2346.86,No Remarks
2023-01-02,11:00:00,2354.43,No Remarks
2023-01-02,12:00:00,2356.47,No Remarks
2023-01-02,13:00:00,3418.8,No Remarks
2023-01-02,14:00:00,3388.88,No Remarks
2023-01-02,15:00:00,3356.77,No Remarks
2023-01-02,16:00:00,3376.64,No Remarks
2023-01-02,17:00:00,3349.79,No Remarks
2023-01-02,18:00:00,3350.7,No Remarks
2023-01-02,19:00:00,3349.24,No Remarks
2023-01-02,20:00:00,3360.12,No Remarks
2023-01-02,21:00:00,3355.67,No Remarks
2023-01-02,22:00:00,3379.13,No Remarks
2023-01-02,23:00:00,2346.63,No Remarks
2023-01-02,00:00:00,2359.37,No Remarks
2023-01-03,01:00:00,2364.25,No Remarks
2023-01-03,02:00:00,2372.62,No Remarks
2023-01-03,03:00:00,2378.77,No Remarks
2023-01-03,04:00:00,2392.35,No Remarks
2023-01-03,05:00:00,2411.31,No Remarks
2023-01-03,06:00:00,2343.83,No Remarks
2023-01-03,07:00:00,2351.38,No Remarks
2023-01-03,08:00:00,3405.24,No Remarks
2023-01-03,09:00:00,3376.25,No Remarks
2023-01-03,10:00:00,3396.66,No Remarks
2023-01-03,11:00:00,3399.24,No Remarks
2023-01-03,12:00:00,3396.36,No Remarks
2023-01-03,13:00:00,3390.94,No Remarks
2023-01-03,14:00:00,3386.71,No Remarks
2023-01-03,15:00:00,3395.5,No Remarks
2023-01-03,16:00:00,3404.54,No Remarks
2023-01-03,17:00:00,3392.27,No Remarks
2023-01-03,18:00:00,3402.34,No Remarks
2023-01-03,19:00:00,3412.67,No Remarks
2023-01-03,20:00:00,3405.44,No Remarks
2023-01-03,21:00:00,3402.43,No Remarks
2023-01-03,22:00:00,2345.82,No Remarks
2023-01-03,23:00:00,2312.72,No Remarks
2023-01-03,00:00:00,2310.55,No Remarks
2023-01-04,01:00:00,2289.69,No Remarks
2023-01-04,02:00:00,2278.42,No Remarks
2023-01-04,03:00:00,2310.98,No Remarks
2023-01-04,04:00:00,2278.42,No Remarks
2023-01-04,05:00:00,2320.99,No Remarks
2023-01-04,06:00:00,3331.77,No Remarks
2023-01-04,07:00:00,3336.9,No Remarks
2023-01-04,08:00:00,3391.88,No Remarks
2023-01-04,09:00:00,3403.96,No Remarks
2023-01-04,10:00:00,3401.95,No Remarks
2023-01-04,11:00:00,3399.24,No Remarks
2023-01-04,12:00:00,3398.38,No Remarks
2023-01-04,13:00:00,3394.39,No Remarks
2023-01-04,14:00:00,3371.42,No Remarks
2023-01-04,15:00:00,3392.58,No Remarks
2023-01-04,16:00:00,3395.11,No Remarks
2023-01-04,17:00:00,3396.66,No Remarks
2023-01-04,18:00:00,3406.99,No Remarks
2023-01-04,19:00:00,3407.83,No Remarks
2023-01-04,20:00:00,2351.89,No Remarks
2023-01-04,21:00:00,2353.48,No Remarks
2023-01-04,22:00:00,23538.51,No Remarks
2023-01-04,23:00:00,2353.58,No Remarks
2023-01-04,00:00:00,2369.11,No Remarks
2023-01-05,01:00:00,2358.4,No Remarks
2023-01-05,02:00:00,3418.47,No Remarks
2023-01-05,03:00:00,3419.11,No Remarks
2023-01-05,04:00:00,3413.25,No Remarks
2023-01-05,05:00:00,3404.73,No Remarks
2023-01-05,06:00:00,3418.03,No Remarks
2023-01-05,07:00:00,3426.29,No Remarks
2023-01-05,08:00:00,3422.77,No Remarks
2023-01-05,09:00:00,3417.38,No Remarks
2023-01-05,10:00:00,3415.28,No Remarks
2023-01-05,11:00:00,3444.89,No Remarks
2023-01-05,12:00:00,3441.6,No Remarks
2023-01-05,13:00:00,3436.88,No Remarks
2023-01-05,14:00:00,3433.26,No Remarks
2023-01-05,15:00:00,3397.98,No Remarks
2023-01-05,16:00:00,3411.7,No Remarks
2023-01-05,17:00:00,3418.48,No Remarks
2023-01-05,18:00:00,3418.8,No Remarks
2023-01-05,19:00:00,3422.93,No Remarks
2023-01-05,20:00:00,3415.5,No Remarks
2023-01-05,21:00:00,3452.79,No Remarks
2023-01-05,22:00:00,2323.87,No Remarks
2023-01-05,23:00:00,2326.07,No Remarks
2023-01-05,00:00:00,2348.72,No Remarks
2023-01-06,01:00:00,2344.92,No Remarks
2023-01-06,02:00:00,2341.56,No Remarks
2023-01-06,03:00:00,2349.83,No Remarks
2023-01-06,04:00:00,2351.89,No Remarks
2023-01-06,05:00:00,2355.12,No Remarks
2023-01-06,06:00:00,2353.05,No Remarks
2023-01-06,07:00:00,2308.93,No Remarks
2023-01-06,08:00:00,3350.96,No Remarks
2023-01-06,09:00:00,3358.7,No Remarks
2023-01-06,10:00:00,3369.75,No Remarks
2023-01-06,11:00:00,3358.14,No Remarks
2023-01-06,12:00:00,3372.28,No Remarks
2023-01-06,13:00:00,3391.42,No Remarks
2023-01-06,14:00:00,3385.54,No Remarks
2023-01-06,15:00:00,3374.76,No Remarks
2023-01-06,16:00:00,3351.17,No Remarks
2023-01-06,17:00:00,3358.79,No Remarks
2023-01-06,18:00:00,3359.67,No Remarks
2023-01-06,19:00:00,3348.94,No Remarks
2023-01-06,20:00:00,2413.93,No Remarks
2023-01-06,21:00:00,2298.97,No Remarks
2023-01-06,22:00:00,2328.02,No Remarks
2023-01-06,23:00:00,2346.57,No Remarks
2023-01-07,00:00:00,2357.9,No Remarks
2023-01-07,01:00:00,2407.5,No Remarks
2023-01-07,02:00:00,2395.66,No Remarks
2023-01-07,03:00:00,2320.45,No Remarks
2023-01-07,04:00:00,2312.05,No Remarks
2023-01-07,05:00:00,3362.08,No Remarks
2023-01-07,06:00:00,3376.96,No Remarks
2023-01-07,07:00:00,3375.73,No Remarks
2023-01-07,08:00:00,3410.73,No Remarks
2023-01-07,09:00:00,3432.55,No Remarks
2023-01-07,10:00:00,3413.09,No Remarks
2023-01-07,11:00:00,3428.38,No Remarks
2023-01-07,12:00:00,3410.21,No Remarks
2023-01-07,13:00:00,3428.79,No Remarks
2023-01-07,14:00:00,3407.63,No Remarks
2023-01-07,15:00:00,3420.94,No Remarks
2023-01-07,16:00:00,3410.4,No Remarks
2023-01-07,17:00:00,3418.92,No Remarks
2023-01-07,18:00:00,3429.74,No Remarks
2023-01-07,19:00:00,3428.68,No Remarks
2023-01-07,20:00:00,3430.51,No Remarks
2023-01-07,21:00:00,3429.46,No Remarks
2023-01-07,22:00:00,3422.85,No Remarks
2023-01-07,23:00:00,3433.29,No Remarks
2023-01-07,00:00:00,3408.34,No Remarks
2023-01-08,01:00:00,3417.94,No Remarks
2023-01-08,02:00:00,2357.98,No Remarks
2023-01-08,03:00:00,2360.44,No Remarks
2023-01-08,04:00:00,2362.52,No Remarks
2023-01-08,05:00:00,2353.14,No Remarks
2023-01-08,06:00:00,2364.0,No Remarks
2023-01-08,07:00:00,2356.68,No Remarks
2023-01-08,08:00:00,3391.75,No Remarks
2023-01-08,09:00:00,3391.23,No Remarks
2023-01-08,10:00:00,3396.41,No Remarks
2023-01-08,11:00:00,3389.0,No Remarks
2023-01-08,12:00:00,3385.81,No Remarks
2023-01-08,13:00:00,3386.91,No Remarks
2023-01-08,14:00:00,3399.24,No Remarks
2023-01-08,15:00:00,3385.23,No Remarks
2023-01-08,16:00:00,3381.68,No Remarks
2023-01-08,17:00:00,3390.46,No Remarks
2023-01-08,18:00:00,3409.96,No Remarks
2023-01-08,19:00:00,2346.72,No Remarks
2023-01-08,20:00:00,2343.89,No Remarks
2023-01-08,21:00:00,2341.22,No Remarks
2023-01-08,22:00:00,2345.52,No Remarks
2023-01-08,23:00:00,2343.78,No Remarks
2023-01-08,00:00:00,2357.38,No Remarks
2023-01-09,01:00:00,2359.18,No Remarks
2023-01-09,02:00:00,1069.29,No Remarks
2023-01-09,03:00:00,1153.26,No Remarks
2023-01-09,04:00:00,1162.98,No Remarks
2023-01-09,05:00:00,1125.32,No Remarks
2023-01-09,06:00:00,2358.25,No Remarks
2023-01-09,07:00:00,2401.62,No Remarks
2023-01-09,08:00:00,3419.84,No Remarks
2023-01-09,09:00:00,3422.09,No Remarks
2023-01-09,10:00:00,3437.2,No Remarks
2023-01-09,11:00:00,3427.77,No Remarks
2023-01-09,12:00:00,3413.0,No Remarks
2023-01-09,13:00:00,3358.83,No Remarks
2023-01-09,14:00:00,3421.83,No Remarks
2023-01-09,15:00:00,3391.05,No Remarks
2023-01-09,16:00:00,3376.52,No Remarks
2023-01-09,17:00:00,3432.1,No Remarks
2023-01-09,18:00:00,3440.75,No Remarks
2023-01-09,19:00:00,3431.71,No Remarks
2023-01-09,20:00:00,2375.77,No Remarks
2023-01-09,21:00:00,2372.43,No Remarks
2023-01-09,22:00:00,2373.78,No Remarks
2023-01-09,23:00:00,2365.09,No Remarks
2023-01-09,00:00:00,2373.8,No Remarks
2023-01-10,01:00:00,2372.69,No Remarks
2023-01-10,02:00:00,2364.21,No Remarks
2023-01-10,03:00:00,2391.98,No Remarks
2023-01-10,04:00:00,2382.4,No Remarks
2023-01-10,05:00:00,2353.37,No Remarks
2023-01-10,06:00:00,2372.83,No Remarks
2023-01-10,07:00:00,2398.64,No Remarks
2023-01-10,08:00:00,2376.48,No Remarks
2023-01-10,09:00:00,2385.96,No Remarks
2023-01-10,10:00:00,3417.77,No Remarks
2023-01-10,11:00:00,3412.67,No Remarks
2023-01-10,12:00:00,3414.66,No Remarks
2023-01-10,13:00:00,3420.94,No Remarks
2023-01-10,14:00:00,3428.58,No Remarks
2023-01-10,15:00:00,3396.45,No Remarks
2023-01-10,16:00:00,3387.74,No Remarks
2023-01-10,17:00:00,3400.32,No Remarks
2023-01-10,18:00:00,3394.51,No Remarks
2023-01-10,19:00:00,3398.27,No Remarks
2023-01-10,20:00:00,3418.92,No Remarks
2023-01-10,21:00:00,3428.68,No Remarks
2023-01-10,22:00:00,3410.51,No Remarks
2023-01-10,23:00:00,3409.99,No Remarks
2023-01-10,00:00:00,2374.66,No Remarks
2023-01-11,01:00:00,2388.32,No Remarks
2023-01-11,02:00:00,2357.03,No Remarks
2023-01-11,03:00:00,2376.6,No Remarks
2023-01-11,04:00:00,2383.91,No Remarks
2023-01-11,05:00:00,3355.69,No Remarks
2023-01-11,06:00:00,3345.26,No Remarks
2023-01-11,07:00:00,3377.39,No Remarks
2023-01-11,08:00:00,3356.1,No Remarks
2023-01-11,09:00:00,3377.55,No Remarks
2023-01-11,10:00:00,3378.04,No Remarks
2023-01-11,11:00:00,2309.48,No Remarks
2023-01-11,12:00:00,2302.42,No Remarks
2023-01-11,13:00:00,2325.17,No Remarks
2023-01-11,14:00:00,2290.11,No Remarks
2023-01-11,15:00:00,2305.15,No Remarks
2023-01-11,16:00:00,1161.99,No Remarks
2023-01-11,17:00:00,1159.86,No Remarks
2023-01-11,18:00:00,2289.75,No Remarks
2023-01-11,19:00:00,2358.4,No Remarks
2023-01-11,20:00:00,2361.95,No Remarks
2023-01-11,21:00:00,2346.56,No Remarks
2023-01-11,22:00:00,2377.29,No Remarks
2023-01-11,23:00:00,2358.37,No Remarks
2023-01-11,00:00:00,2377.61,No Remarks
2023-01-12,01:00:00,2397.15,No Remarks
2023-01-12,02:00:00,2387.92,No Remarks
2023-01-12,03:00:00,2386.6,No Remarks
2023-01-12,04:00:00,2371.38,No Remarks
2023-01-12,05:00:00,2382.46,No Remarks
2023-01-12,06:00:00,3385.69,No Remarks
2023-01-12,07:00:00,3432.66,No Remarks
2023-01-12,08:00:00,3425.32,No Remarks
2023-01-12,09:00:00,3395.64,No Remarks
2023-01-12,10:00:00,3428.6,No Remarks
2023-01-12,11:00:00,3437.95,No Remarks
2023-01-12,12:00:00,3441.52,No Remarks
2023-01-12,13:00:00,3445.59,No Remarks
2023-01-12,14:00:00,3451.92,No Remarks
2023-01-12,15:00:00,3422.89,No Remarks
2023-01-12,16:00:00,3428.16,No Remarks
2023-01-12,17:00:00,3420.92,No Remarks
2023-01-12,18:00:00,3417.83,No Remarks
2023-01-12,19:00:00,3435.53,No Remarks
2023-01-12,20:00:00,3429.17,No Remarks
2023-01-12,21:00:00,3428.7,No Remarks
2023-01-12,22:00:00,3430.53,No Remarks
2023-01-12,23:00:00,3433.03,No Remarks
2023-01-12,00:00:00,2361.16,No Remarks
2023-01-13,01:00:00,2356.17,No Remarks
2023-01-13,02:00:00,2373.83,No Remarks
2023-01-13,03:00:00,2359.41,No Remarks
2023-01-13,04:00:00,2364.5,No Remarks
2023-01-13,05:00:00,2369.76,No Remarks
2023-01-13,06:00:00,2359.18,No Remarks
2023-01-13,07:00:00,2362.94,No Remarks
2023-01-13,08:00:00,2372.12,No Remarks
2023-01-13,09:00:00,3412.82,No Remarks
2023-01-13,10:00:00,3412.19,No Remarks
2023-01-13,11:00:00,3396.32,No Remarks
2023-01-13,12:00:00,3421.78,No Remarks
2023-01-13,13:00:00,3411.91,No Remarks
2023-01-13,14:00:00,3431.86,No Remarks
2023-01-13,15:00:00,3429.2,No Remarks
2023-01-13,16:00:00,3427.9,No Remarks
2023-01-13,17:00:00,3423.68,No Remarks
2023-01-13,18:00:00,3388.72,No Remarks
2023-01-13,19:00:00,3399.47,No Remarks
2023-01-13,20:00:00,3399.33,No Remarks
2023-01-13,21:00:00,2318.24,No Remarks
2023-01-13,22:00:00,2341.16,No Remarks
2023-01-13,23:00:00,2325.62,No Remarks
2023-01-13,00:00:00,2345.41,No Remarks
2023-01-14,01:00:00,2334.7,No Remarks
2023-01-14,02:00:00,2374.45,No Remarks
2023-01-14,03:00:00,2375.98,No Remarks
2023-01-14,04:00:00,2366.13,No Remarks
2023-01-14,05:00:00,3374.08,No Remarks
2023-01-14,06:00:00,3399.44,No Remarks
2023-01-14,07:00:00,3437.07,No Remarks
2023-01-14,08:00:00,3388.01,No Remarks
2023-01-14,09:00:00,3388.97,No Remarks
2023-01-14,10:00:00,3375.36,No Remarks
2023-01-14,11:00:00,3354.08,No Remarks
2023-01-14,12:00:00,3399.0,No Remarks
2023-01-14,13:00:00,3412.4,No Remarks
2023-01-14,14:00:00,3405.5,No Remarks
2023-01-14,15:00:00,3390.27,No Remarks
2023-01-14,16:00:00,3367.16,No Remarks
2023-01-14,17:00:00,3390.34,No Remarks
2023-01-14,18:00:00,3427.0,No Remarks
2023-01-14,19:00:00,3391.95,No Remarks
2023-01-14,20:00:00,3399.95,No Remarks
2023-01-14,21:00:00,3401.8,No Remarks
2023-01-14,22:00:00,3399.65,No Remarks
2023-01-14,23:00:00,2368.02,No Remarks
2023-01-14,00:00:00,2357.39,No Remarks
2023-01-15,01:00:00,2392.13,No Remarks
2023-01-15,02:00:00,2402.0,No Remarks
2023-01-15,03:00:00,2377.6,No Remarks
2023-01-15,04:00:00,2357.68,No Remarks
2023-01-15,05:00:00,3416.28,No Remarks
2023-01-15,06:00:00,3405.63,No Remarks
2023-01-15,07:00:00,3412.8,No Remarks
2023-01-15,08:00:00,3403.76,No Remarks
2023-01-15,09:00:00,3397.58,3
2023-01-15,10:00:00,3394.35,No Remarks
2023-01-15,11:00:00,3406.82,No Remarks
2023-01-15,12:00:00,3407.2,No Remarks
2023-01-15,13:00:00,3428.5,No Remarks
2023-01-15,14:00:00,3420.83,No Remarks
2023-01-15,15:00:00,2380.81,No Remarks
2023-01-15,16:00:00,2343.94,No Remarks
2023-01-15,17:00:00,2346.2,No Remarks
2023-01-15,18:00:00,2337.52,No Remarks
2023-01-15,19:00:00,2359.12,No Remarks
2023-01-15,20:00:00,2377.25,No Remarks
2023-01-15,21:00:00,3420.75,No Remarks
2023-01-15,22:00:00,3410.02,No Remarks
2023-01-15,23:00:00,3406.24,No Remarks
2023-01-15,00:00:00,3408.0,No Remarks
2023-01-16,01:00:00,3407.17,No Remarks
2023-01-16,02:00:00,3408.77,No Remarks
2023-01-16,03:00:00,2373.55,No Remarks
2023-01-16,04:00:00,2380.93,No Remarks
2023-01-16,05:00:00,2378.53,No Remarks
2023-01-16,06:00:00,2382.87,No Remarks
2023-01-16,07:00:00,2384.77,No Remarks
2023-01-16,08:00:00,2373.55,No Remarks
2023-01-16,09:00:00,3408.17,No Remarks
2023-01-16,10:00:00,3405.16,No Remarks
2023-01-16,11:00:00,3404.4,No Remarks
2023-01-16,12:00:00,3412.25,No Remarks
2023-01-16,13:00:00,3407.09,No Remarks
2023-01-16,14:00:00,3406.12,No Remarks
2023-01-16,15:00:00,3405.16,No Remarks
2023-01-16,16:00:00,3420.83,No Remarks
2023-01-16,17:00:00,2348.42,No Remarks
2023-01-16,18:00:00,2345.44,No Remarks
2023-01-16,19:00:00,2344.66,No Remarks
2023-01-16,20:00:00,2347.76,No Remarks
2023-01-16,21:00:00,2348.79,No Remarks
2023-01-16,22:00:00,2350.1,No Remarks
2023-01-16,23:00:00,2380.93,No Remarks
2023-01-16,00:00:00,2378.53,No Remarks
2023-01-17,01:00:00,2382.87,No Remarks
2023-01-17,02:00:00,2384.77,No Remarks
2023-01-17,03:00:00,2344.66,No Remarks
2023-01-17,04:00:00,2350.1,No Remarks
2023-01-17,05:00:00,3413.41,No Remarks
2023-01-17,06:00:00,3417.83,No Remarks
2023-01-17,07:00:00,3424.03,No Remarks
2023-01-17,08:00:00,3414.74,No Remarks
2023-01-17,09:00:00,3419.77,No Remarks
2023-01-17,10:00:00,3384.78,No Remarks
2023-01-17,11:00:00,3410.41,No Remarks
2023-01-17,12:00:00,3411.7,No Remarks
2023-01-17,13:00:00,3410.35,No Remarks
2023-01-17,14:00:00,3379.62,No Remarks
2023-01-17,15:00:00,3395.94,No Remarks
2023-01-17,16:00:00,3425.32,No Remarks
2023-01-17,17:00:00,3410.01,No Remarks
2023-01-17,18:00:00,3402.34,No Remarks
2023-01-17,19:00:00,2336.04,No Remarks
2023-01-17,20:00:00,2330.27,No Remarks
2023-01-17,21:00:00,2330.39,No Remarks
2023-01-17,22:00:00,2345.52,No Remarks
2023-01-17,23:00:00,1163.28,No Remarks
2023-01-17,00:00:00,1130.28,No Remarks
2023-01-18,01:00:00,1165.11,No Remarks
2023-01-18,02:00:00,1170.61,No Remarks
2023-01-18,03:00:00,1098.33,No Remarks
2023-01-18,04:00:00,1159.97,No Remarks
2023-01-18,05:00:00,1203.52,No Remarks
2023-01-18,06:00:00,1159.21,No Remarks
2023-01-18,07:00:00,2345.31,No Remarks
2023-01-18,08:00:00,3402.66,No Remarks
2023-01-18,09:00:00,0.0,Pumping Stoped Due to permitted Power failure at intake
2023-01-18,10:00:00,0.0,Pumping Stoped Due to permitted Power failure at intake
2023-01-18,11:00:00,0.0,Pumping Stoped Due to permitted Power failure at intake
2023-01-18,12:00:00,0.0,Pumping Stoped Due to permitted Power failure at intake
2023-01-18,13:00:00,0.0,Pumping Stoped Due to permitted Power failure at intake
2023-01-18,14:00:00,0.0,Pumping Stoped Due to permitted Power failure at intake
2023-01-18,15:00:00,0.0,Pumping Stoped Due to permitted Power failure at intake
2023-01-18,16:00:00,3424.99,No Remarks
2023-01-18,17:00:00,3428.68,No Remarks
2023-01-18,18:00:00,3454.05,No Remarks
2023-01-18,19:00:00,3448.04,No Remarks
2023-01-18,20:00:00,3463.4,No Remarks
2023-01-18,21:00:00,3463.34,No Remarks
2023-01-18,22:00:00,3467.41,No Remarks
2023-01-18,23:00:00,3451.32,No Remarks
2023-01-18,00:00:00,2373.65,No Remarks
2023-01-19,01:00:00,2390.99,No Remarks
2023-01-19,02:00:00,2372.35,No Remarks
2023-01-19,03:00:00,2368.32,No Remarks
2023-01-19,04:00:00,2365.83,No Remarks
2023-01-19,05:00:00,2370.39,No Remarks
2023-01-19,06:00:00,2372.55,No Remarks
2023-01-19,07:00:00,2389.1,No Remarks
2023-01-19,08:00:00,2378.7,No Remarks
2023-01-19,09:00:00,2364.75,No Remarks
2023-01-19,10:00:00,3431.96,No Remarks
2023-01-19,11:00:00,3415.05,No Remarks
2023-01-19,12:00:00,3384.94,No Remarks
2023-01-19,13:00:00,3451.27,No Remarks
2023-01-19,14:00:00,3434.23,No Remarks
2023-01-19,15:00:00,3423.65,No Remarks
2023-01-19,16:00:00,3449.53,No Remarks
2023-01-19,17:00:00,3422.81,No Remarks
2023-01-19,18:00:00,3469.16,No Remarks
2023-01-19,19:00:00,3421.8,No Remarks
2023-01-19,20:00:00,3398.24,No Remarks
2023-01-19,21:00:00,2354.23,No Remarks
2023-01-19,22:00:00,2359.37,No Remarks
2023-01-19,23:00:00,2363.14,No Remarks
2023-01-19,00:00:00,1087.79,No Remarks
2023-01-20,01:00:00,1161.48,No Remarks
2023-01-20,02:00:00,1154.35,No Remarks
2023-01-20,03:00:00,1162.66,No Remarks
2023-01-20,04:00:00,2359.14,No Remarks
2023-01-20,05:00:00,2364.21,No Remarks
2023-01-20,06:00:00,3334.81,No Remarks
2023-01-20,07:00:00,3366.66,No Remarks
2023-01-20,08:00:00,3339.27,No Remarks
2023-01-20,09:00:00,3354.27,No Remarks
2023-01-20,10:00:00,3342.57,No Remarks
2023-01-20,11:00:00,3324.16,No Remarks
2023-01-20,12:00:00,3380.2,No Remarks
2023-01-20,13:00:00,3377.8,No Remarks
2023-01-20,14:00:00,3431.86,No Remarks
2023-01-20,15:00:00,3376.72,No Remarks
2023-01-20,16:00:00,3368.13,No Remarks
2023-01-20,17:00:00,3376.05,No Remarks
2023-01-20,18:00:00,3389.92,No Remarks
2023-01-20,19:00:00,3398.37,No Remarks
2023-01-20,20:00:00,3397.34,No Remarks
2023-01-20,21:00:00,2377.25,No Remarks
2023-01-20,22:00:00,2383.24,No Remarks
2023-01-20,23:00:00,2354.13,No Remarks
2023-01-20,00:00:00,2378.64,No Remarks
2023-01-21,01:00:00,2385.96,No Remarks
2023-01-21,02:00:00,2377.46,No Remarks
2023-01-21,03:00:00,2374.34,No Remarks
2023-01-21,04:00:00,2385.96,No Remarks
2023-01-21,05:00:00,2366.06,No Remarks
2023-01-21,06:00:00,3408.06,No Remarks
2023-01-21,07:00:00,3428.6,No Remarks
2023-01-21,08:00:00,3419.1,No Remarks
2023-01-21,09:00:00,3426.03,No Remarks
2023-01-21,10:00:00,3408.48,No Remarks
2023-01-21,11:00:00,3426.43,No Remarks
2023-01-21,12:00:00,3429.25,No Remarks
2023-01-21,13:00:00,3438.17,No Remarks
2023-01-21,14:00:00,3433.26,No Remarks
2023-01-21,15:00:00,3436.43,No Remarks
2023-01-21,16:00:00,3451.92,No Remarks
2023-01-21,17:00:00,3421.92,No Remarks
2023-01-21,18:00:00,3437.46,No Remarks
2023-01-21,19:00:00,3434.04,No Remarks
2023-01-21,20:00:00,3405.44,No Remarks
2023-01-21,21:00:00,3434.27,No Remarks
2023-01-21,22:00:00,2398.04,No Remarks
2023-01-21,23:00:00,2397.22,No Remarks
2023-01-21,00:00:00,2378.13,No Remarks
2023-01-22,01:00:00,2398.15,No Remarks
2023-01-22,02:00:00,2321.79,No Remarks
2023-01-22,03:00:00,2378.91,No Remarks
2023-01-22,04:00:00,2400.11,No Remarks
2023-01-22,05:00:00,3433.72,No Remarks
2023-01-22,06:00:00,3420.79,No Remarks
2023-01-22,07:00:00,3399.47,No Remarks
2023-01-22,08:00:00,3398.09,No Remarks
2023-01-22,09:00:00,3415.97,No Remarks
2023-01-22,10:00:00,3442.43,No Remarks
2023-01-22,11:00:00,3443.72,No Remarks
2023-01-22,12:00:00,3451.02,No Remarks
2023-01-22,13:00:00,3451.73,No Remarks
2023-01-22,14:00:00,2382.57,No Remarks
2023-01-22,15:00:00,2372.12,No Remarks
2023-01-22,16:00:00,2372.49,No Remarks
2023-01-22,17:00:00,2387.07,No Remarks
2023-01-22,18:00:00,2368.74,No Remarks
2023-01-22,19:00:00,2359.93,No Remarks
2023-01-22,20:00:00,3421.97,No Remarks
2023-01-22,21:00:00,3411.8,No Remarks
2023-01-22,22:00:00,3432.19,No Remarks
2023-01-22,23:00:00,3398.68,No Remarks
2023-01-22,00:00:00,3385.89,No Remarks
2023-01-23,01:00:00,3381.05,No Remarks
2023-01-23,02:00:00,3399.67,No Remarks
2023-01-23,03:00:00,3406.2,No Remarks
2023-01-23,04:00:00,3418.06,No Remarks
2023-01-23,05:00:00,2377.76,No Remarks
2023-01-23,06:00:00,2388.0,No Remarks
2023-01-23,07:00:00,2401.76,No Remarks
2023-01-23,08:00:00,3398.79,No Remarks
2023-01-23,09:00:00,3399.56,No Remarks
2023-01-23,10:00:00,3376.59,No Remarks
2023-01-23,11:00:00,3377.54,No Remarks
2023-01-23,12:00:00,3371.87,No Remarks
2023-01-23,13:00:00,3391.17,No Remarks
2023-01-23,14:00:00,3396.15,No Remarks
2023-01-23,15:00:00,3371.66,No Remarks
2023-01-23,16:00:00,3388.92,No Remarks
2023-01-23,17:00:00,3420.75,No Remarks
2023-01-23,18:00:00,3389.78,No Remarks
2023-01-23,19:00:00,3385.91,No Remarks
2023-01-23,20:00:00,3382.25,No Remarks
2023-01-23,21:00:00,3386.01,No Remarks
2023-01-23,22:00:00,3382.14,No Remarks
2023-01-23,23:00:00,2406.81,No Remarks
2023-01-23,00:00:00,2417.14,No Remarks
2023-01-24,01:00:00,2386.06,No Remarks
2023-01-24,02:00:00,2388.4,No Remarks
2023-01-24,03:00:00,2397.01,No Remarks
2023-01-24,04:00:00,2398.83,No Remarks
